# stan_version_major = 2
# stan_version_minor = 24
# stan_version_patch = 0
# model = lognormal_inf_model
# method = sample (Default)
#   sample
#     num_samples = 25000
#     num_warmup = 25000
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 3
# data
#   file = E:\Aerosols\aerosols\temp.data.R
# init = E:\Aerosols\aerosols\temp.init.R
# random
#   seed = 214200
# output
#   file = output-3.csv
#   diagnostic_file =  (Default)
#   refresh = 2500
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu_mu,mu_sigma,sigma_alpha,sigma_beta,mu,sigma
1.57161e+09,0.849791,1.80442e-07,3,7,0,-1.57161e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254275
1.57161e+09,0.562285,1.80442e-07,1,1,0,-1.57161e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254275
1.57162e+09,0.581963,1.80442e-07,2,3,0,-1.57161e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254275
1.57162e+09,1,1.80442e-07,1,1,0,-1.57162e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254275
1.57162e+09,0.847626,1.80442e-07,1,1,0,-1.57162e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254275
1.57162e+09,1,1.80442e-07,3,7,0,-1.57162e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254275
1.57162e+09,0.544927,1.80442e-07,4,15,0,-1.57162e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254275
1.57162e+09,0.853621,1.80442e-07,1,1,0,-1.57162e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254275
1.57162e+09,1,1.80442e-07,2,3,0,-1.57162e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254275
1.57162e+09,0.836867,1.80442e-07,2,3,0,-1.57162e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254274
1.57162e+09,0.928287,1.80442e-07,1,1,0,-1.57162e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254274
1.57162e+09,0.816306,1.80442e-07,2,3,0,-1.57162e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254274
1.57162e+09,1,1.80442e-07,2,3,0,-1.57162e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254274
1.57162e+09,0.433982,1.80442e-07,1,1,0,-1.57162e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254274
1.57163e+09,0.531936,1.80442e-07,3,7,0,-1.57162e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254274
1.57163e+09,0.890541,1.80442e-07,1,1,0,-1.57163e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254274
1.57163e+09,0.748613,1.80442e-07,1,1,0,-1.57163e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254274
1.57163e+09,0.86606,1.80442e-07,2,3,0,-1.57163e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254274
1.57163e+09,1,1.80442e-07,1,1,0,-1.57163e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254274
1.57163e+09,0.48472,1.80442e-07,1,1,0,-1.57163e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254274
1.57163e+09,0.999514,1.80442e-07,2,3,0,-1.57163e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254274
1.57163e+09,0.943637,1.80442e-07,2,3,0,-1.57163e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254274
1.57163e+09,0.883936,1.80442e-07,1,1,0,-1.57163e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254273
1.57163e+09,0.787347,1.80442e-07,1,1,0,-1.57163e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254273
1.57163e+09,1,1.80442e-07,1,1,0,-1.57163e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254273
1.57164e+09,0.608633,1.80442e-07,3,7,0,-1.57163e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254273
1.57164e+09,0.917197,1.80442e-07,2,3,0,-1.57164e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254273
1.57164e+09,1,1.80442e-07,2,3,0,-1.57164e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254273
1.57164e+09,0.742208,1.80442e-07,2,3,0,-1.57164e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254273
1.57164e+09,0.81789,1.80442e-07,1,1,0,-1.57164e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254273
1.57164e+09,0.946274,1.80442e-07,1,1,0,-1.57164e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254273
1.57164e+09,1,1.80442e-07,1,1,0,-1.57164e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254273
1.57165e+09,0.997352,1.80442e-07,3,7,0,-1.57164e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254272
1.57165e+09,0.686284,1.80442e-07,1,1,0,-1.57165e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254272
1.57165e+09,1,1.80442e-07,1,1,0,-1.57165e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254272
1.57165e+09,0.816842,1.80442e-07,3,7,0,-1.57165e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254272
1.57165e+09,0.55938,1.80442e-07,2,3,0,-1.57165e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254272
1.57165e+09,0.792653,1.80442e-07,2,3,0,-1.57165e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254272
1.57165e+09,0.714183,1.80442e-07,2,3,0,-1.57165e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254272
1.57165e+09,0.824564,1.80442e-07,1,1,0,-1.57165e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254272
1.57165e+09,1,1.80442e-07,1,1,0,-1.57165e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254272
1.57165e+09,0.910442,1.80442e-07,3,7,0,-1.57165e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254272
1.57166e+09,0.802821,1.80442e-07,4,15,0,-1.57165e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254271
1.57166e+09,0.780734,1.80442e-07,2,3,0,-1.57166e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.25427
1.57166e+09,1,1.80442e-07,1,1,0,-1.57166e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.25427
1.57166e+09,1,1.80442e-07,1,1,0,-1.57166e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.25427
1.57167e+09,0.892006,1.80442e-07,1,1,0,-1.57166e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.25427
1.57167e+09,1,1.80442e-07,1,1,0,-1.57167e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.25427
1.57167e+09,0.866099,1.80442e-07,2,3,0,-1.57167e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.25427
1.57167e+09,1,1.80442e-07,1,1,0,-1.57167e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.25427
1.57167e+09,0.868544,1.80442e-07,2,3,0,-1.57167e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.25427
1.57167e+09,0.909047,1.80442e-07,3,7,0,-1.57167e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.25427
1.57167e+09,1,1.80442e-07,1,1,0,-1.57167e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.25427
1.57167e+09,0.772579,1.80442e-07,1,1,0,-1.57167e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.25427
1.57167e+09,1,1.80442e-07,1,1,0,-1.57167e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.25427
1.57168e+09,0.0716204,1.80442e-07,8,255,0,-1.57167e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.25427
1.57168e+09,0.816904,1.80442e-07,2,3,0,-1.57168e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254269
1.57168e+09,0.992736,1.80442e-07,1,1,0,-1.57168e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254269
1.57168e+09,0.551012,1.80442e-07,1,1,0,-1.57168e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254269
1.57168e+09,0.931336,1.80442e-07,2,3,0,-1.57168e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254269
1.57168e+09,1,1.80442e-07,1,1,0,-1.57168e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254269
1.57168e+09,0.957194,1.80442e-07,3,7,0,-1.57168e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254269
1.57168e+09,0.760634,1.80442e-07,2,3,0,-1.57168e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254269
1.57168e+09,0.752076,1.80442e-07,2,3,0,-1.57168e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254269
1.57169e+09,0.274416,1.80442e-07,6,63,0,-1.57168e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254268
1.5717e+09,0.795837,1.80442e-07,1,1,0,-1.57169e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254268
1.57173e+09,0.327041,1.80442e-07,6,63,0,-1.5717e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254265
1.57177e+09,0.0689821,1.80442e-07,8,255,0,-1.57173e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254261
1.57177e+09,0.617658,1.80442e-07,2,3,0,-1.57177e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254261
1.57177e+09,0.804944,1.80442e-07,1,1,0,-1.57177e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.254261
1.57178e+09,0.978721,1.80442e-07,3,7,0,-1.57177e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.25426
1.57178e+09,0.505669,1.80442e-07,2,3,0,-1.57178e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.25426
1.57178e+09,0.715525,1.80442e-07,2,3,0,-1.57178e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.25426
1.57178e+09,0.624499,1.80442e-07,1,1,0,-1.57178e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.25426
1.57178e+09,0.986103,1.80442e-07,1,1,0,-1.57178e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.25426
1.57178e+09,0.891051,1.80442e-07,3,7,0,-1.57178e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.25426
1.57179e+09,0.953222,1.80442e-07,2,3,0,-1.57178e+09,-0.289157,0.0100477,1.99918,2.24901,0.548983,0.25426
