# stan_version_major = 2
# stan_version_minor = 24
# stan_version_patch = 0
# model = lognormal_inf_model
# method = sample (Default)
#   sample
#     num_samples = 25000
#     num_warmup = 25000
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 1
# data
#   file = E:\Aerosols\aerosols\temp.data.R
# init = E:\Aerosols\aerosols\temp.init.R
# random
#   seed = 214200
# output
#   file = output-1.csv
#   diagnostic_file =  (Default)
#   refresh = 2500
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu_mu,mu_sigma,sigma_alpha,sigma_beta,mu,sigma
1.6147e+09,0.840688,2.93386e-07,1,1,0,-1.6147e+09,-0.306945,0.0100041,1.99992,2.24957,4.17793,0.441727
1.6147e+09,0.917246,2.93386e-07,2,3,0,-1.6147e+09,-0.306945,0.0100041,1.99992,2.24957,4.17794,0.441727
1.6147e+09,1,2.93386e-07,1,1,0,-1.6147e+09,-0.306945,0.0100041,1.99992,2.24957,4.17794,0.441727
1.6147e+09,0.711108,2.93386e-07,2,3,0,-1.6147e+09,-0.306945,0.0100041,1.99992,2.24957,4.17794,0.441727
1.6147e+09,1,2.93386e-07,1,1,0,-1.6147e+09,-0.306945,0.0100041,1.99992,2.24957,4.17794,0.441727
1.6147e+09,1,2.93386e-07,1,1,0,-1.6147e+09,-0.306945,0.0100041,1.99992,2.24957,4.17794,0.441727
1.6147e+09,0.614915,2.93386e-07,2,3,0,-1.6147e+09,-0.306945,0.0100041,1.99992,2.24957,4.17794,0.441727
1.6147e+09,1,2.93386e-07,1,1,0,-1.6147e+09,-0.306945,0.0100041,1.99992,2.24957,4.17794,0.441727
1.6147e+09,0.781486,2.93386e-07,2,3,0,-1.6147e+09,-0.306945,0.0100041,1.99992,2.24957,4.17794,0.441727
1.6147e+09,0.889906,2.93386e-07,2,3,0,-1.6147e+09,-0.306945,0.0100041,1.99992,2.24957,4.17795,0.441727
1.6147e+09,1,2.93386e-07,1,1,0,-1.6147e+09,-0.306945,0.0100041,1.99992,2.24957,4.17795,0.441727
1.6147e+09,0.910602,2.93386e-07,1,1,0,-1.6147e+09,-0.306945,0.0100041,1.99992,2.24957,4.17795,0.441727
1.61471e+09,0.711115,2.93386e-07,3,7,0,-1.6147e+09,-0.306945,0.0100041,1.99992,2.24957,4.17795,0.441727
1.61471e+09,0.905389,2.93386e-07,2,3,0,-1.61471e+09,-0.306945,0.0100041,1.99992,2.24957,4.17795,0.441727
1.61471e+09,0.788494,2.93386e-07,2,3,0,-1.61471e+09,-0.306945,0.0100041,1.99992,2.24957,4.17796,0.441727
1.61471e+09,0.958004,2.93386e-07,1,1,0,-1.61471e+09,-0.306945,0.0100041,1.99992,2.24957,4.17796,0.441727
1.61471e+09,1,2.93386e-07,2,3,0,-1.61471e+09,-0.306945,0.0100041,1.99992,2.24957,4.17796,0.441727
1.61471e+09,1,2.93386e-07,1,1,0,-1.61471e+09,-0.306945,0.0100041,1.99992,2.24957,4.17796,0.441727
1.61471e+09,0.800301,2.93386e-07,1,1,0,-1.61471e+09,-0.306945,0.0100041,1.99992,2.24957,4.17796,0.441727
1.61471e+09,1,2.93386e-07,1,1,0,-1.61471e+09,-0.306945,0.0100041,1.99992,2.24957,4.17796,0.441727
1.61471e+09,0.74058,2.93386e-07,1,1,0,-1.61471e+09,-0.306945,0.0100041,1.99992,2.24957,4.17796,0.441727
1.61471e+09,0.876818,2.93386e-07,1,1,0,-1.61471e+09,-0.306945,0.0100041,1.99992,2.24957,4.17796,0.441727
1.61471e+09,0.754897,2.93386e-07,3,7,0,-1.61471e+09,-0.306945,0.0100041,1.99992,2.24957,4.17798,0.441727
1.61471e+09,0.86511,2.93386e-07,2,3,0,-1.61471e+09,-0.306945,0.0100041,1.99992,2.24957,4.17798,0.441727
1.61471e+09,0.890529,2.93386e-07,3,7,0,-1.61471e+09,-0.306945,0.0100041,1.99992,2.24957,4.17798,0.441727
1.61471e+09,0.697767,2.93386e-07,1,1,0,-1.61471e+09,-0.306945,0.0100041,1.99992,2.24957,4.17798,0.441727
1.61471e+09,0.97748,2.93386e-07,2,3,0,-1.61471e+09,-0.306945,0.0100041,1.99992,2.24957,4.17798,0.441727
1.61471e+09,0.796492,2.93386e-07,2,3,0,-1.61471e+09,-0.306945,0.0100041,1.99992,2.24957,4.17798,0.441727
1.61472e+09,0.686383,2.93386e-07,3,7,0,-1.61471e+09,-0.306945,0.0100041,1.99992,2.24957,4.178,0.441727
1.61472e+09,1,2.93386e-07,2,3,0,-1.61472e+09,-0.306945,0.0100041,1.99992,2.24957,4.178,0.441727
1.61472e+09,0.799272,2.93386e-07,2,3,0,-1.61472e+09,-0.306945,0.0100041,1.99992,2.24957,4.178,0.441727
1.61472e+09,0.966093,2.93386e-07,2,3,0,-1.61472e+09,-0.306945,0.0100041,1.99992,2.24957,4.17801,0.441727
1.61473e+09,0.519179,2.93386e-07,4,15,0,-1.61472e+09,-0.306945,0.0100041,1.99992,2.24957,4.17803,0.441727
1.61473e+09,0.593196,2.93386e-07,1,1,0,-1.61473e+09,-0.306945,0.0100041,1.99992,2.24957,4.17803,0.441727
1.61473e+09,0.689304,2.93386e-07,2,3,0,-1.61473e+09,-0.306945,0.0100041,1.99992,2.24957,4.17803,0.441727
1.61473e+09,1,2.93386e-07,1,1,0,-1.61473e+09,-0.306945,0.0100041,1.99992,2.24957,4.17803,0.441727
1.61473e+09,0.854211,2.93386e-07,2,3,0,-1.61473e+09,-0.306945,0.0100041,1.99992,2.24957,4.17803,0.441727
1.61473e+09,0.566794,2.93386e-07,1,1,0,-1.61473e+09,-0.306945,0.0100041,1.99992,2.24957,4.17803,0.441727
1.61473e+09,0.563649,2.93386e-07,1,1,0,-1.61473e+09,-0.306945,0.0100041,1.99992,2.24957,4.17804,0.441727
1.61473e+09,0.954733,2.93386e-07,2,3,0,-1.61473e+09,-0.306945,0.0100041,1.99992,2.24957,4.17804,0.441727
1.61473e+09,0.826336,2.93386e-07,2,3,0,-1.61473e+09,-0.306945,0.0100041,1.99992,2.24957,4.17804,0.441727
1.61473e+09,0.95464,2.93386e-07,1,1,0,-1.61473e+09,-0.306945,0.0100041,1.99992,2.24957,4.17804,0.441727
1.61474e+09,0.88643,2.93386e-07,3,7,0,-1.61473e+09,-0.306945,0.0100041,1.99992,2.24957,4.17806,0.441727
1.61474e+09,0.641065,2.93386e-07,2,3,0,-1.61474e+09,-0.306945,0.0100041,1.99992,2.24957,4.17806,0.441727
1.61474e+09,0.800544,2.93386e-07,2,3,0,-1.61474e+09,-0.306945,0.0100041,1.99992,2.24957,4.17806,0.441727
1.61474e+09,1,2.93386e-07,1,1,0,-1.61474e+09,-0.306945,0.0100041,1.99992,2.24957,4.17806,0.441727
1.61474e+09,0.888932,2.93386e-07,2,3,0,-1.61474e+09,-0.306945,0.0100041,1.99992,2.24957,4.17807,0.441727
1.61474e+09,0.744016,2.93386e-07,3,7,0,-1.61474e+09,-0.306945,0.0100041,1.99992,2.24957,4.17808,0.441727
1.61474e+09,0.710965,2.93386e-07,2,3,0,-1.61474e+09,-0.306945,0.0100041,1.99992,2.24957,4.17808,0.441727
1.61475e+09,0.758361,2.93386e-07,3,7,0,-1.61474e+09,-0.306945,0.0100041,1.99992,2.24957,4.17808,0.441727
1.61475e+09,0.956477,2.93386e-07,3,7,0,-1.61475e+09,-0.306945,0.0100041,1.99992,2.24957,4.17809,0.441727
1.61475e+09,0.411339,2.93386e-07,4,15,0,-1.61475e+09,-0.306945,0.0100041,1.99992,2.24957,4.17811,0.441727
1.61476e+09,0.978036,2.93386e-07,1,1,0,-1.61475e+09,-0.306945,0.0100041,1.99992,2.24957,4.17811,0.441727
1.61476e+09,0.748858,2.93386e-07,1,1,0,-1.61476e+09,-0.306945,0.0100041,1.99992,2.24957,4.17811,0.441727
1.61476e+09,0.998288,2.93386e-07,2,3,0,-1.61476e+09,-0.306945,0.0100041,1.99992,2.24957,4.17811,0.441727
1.61476e+09,0.963404,2.93386e-07,2,3,0,-1.61476e+09,-0.306945,0.0100041,1.99992,2.24957,4.17811,0.441727
1.61476e+09,0.800051,2.93386e-07,2,3,0,-1.61476e+09,-0.306945,0.0100041,1.99992,2.24957,4.17812,0.441727
1.61476e+09,0.798683,2.93386e-07,2,3,0,-1.61476e+09,-0.306945,0.0100041,1.99992,2.24957,4.17812,0.441727
1.61476e+09,1,2.93386e-07,1,1,0,-1.61476e+09,-0.306945,0.0100041,1.99992,2.24957,4.17812,0.441727
1.61476e+09,0.507288,2.93386e-07,2,3,0,-1.61476e+09,-0.306945,0.0100041,1.99992,2.24957,4.17813,0.441727
1.61476e+09,1,2.93386e-07,1,1,0,-1.61476e+09,-0.306945,0.0100041,1.99992,2.24957,4.17813,0.441727
1.61476e+09,0.635517,2.93386e-07,3,7,0,-1.61476e+09,-0.306945,0.0100041,1.99992,2.24957,4.17814,0.441727
1.61476e+09,0.80485,2.93386e-07,3,7,0,-1.61476e+09,-0.306945,0.0100041,1.99992,2.24957,4.17814,0.441727
1.61476e+09,0.0231483,2.93386e-07,8,255,0,-1.61476e+09,-0.306945,0.0100041,1.99992,2.24957,4.17814,0.441727
1.61476e+09,0.947575,2.93386e-07,2,3,0,-1.61476e+09,-0.306945,0.0100041,1.99992,2.24957,4.17814,0.441727
1.61476e+09,0.62257,2.93386e-07,3,7,0,-1.61476e+09,-0.306945,0.0100041,1.99992,2.24957,4.17814,0.441727
1.61476e+09,0.756307,2.93386e-07,1,1,0,-1.61476e+09,-0.306945,0.0100041,1.99992,2.24957,4.17814,0.441727
1.61477e+09,1,2.93386e-07,2,3,0,-1.61476e+09,-0.306945,0.0100041,1.99992,2.24957,4.17814,0.441727
1.61477e+09,0.715281,2.93386e-07,3,7,0,-1.61477e+09,-0.306945,0.0100041,1.99992,2.24957,4.17815,0.441727
1.61477e+09,1,2.93386e-07,1,1,0,-1.61477e+09,-0.306945,0.0100041,1.99992,2.24957,4.17815,0.441727
1.61477e+09,0.829633,2.93386e-07,2,3,0,-1.61477e+09,-0.306945,0.0100041,1.99992,2.24957,4.17815,0.441727
1.61477e+09,0.98668,2.93386e-07,2,3,0,-1.61477e+09,-0.306945,0.0100041,1.99992,2.24957,4.17815,0.441727
1.61477e+09,0.127166,2.93386e-07,6,63,0,-1.61477e+09,-0.306945,0.0100041,1.99992,2.24957,4.17815,0.441727
1.61477e+09,0.982649,2.93386e-07,1,1,0,-1.61477e+09,-0.306945,0.0100041,1.99992,2.24957,4.17815,0.441727
1.61477e+09,1,2.93386e-07,1,1,0,-1.61477e+09,-0.306945,0.0100041,1.99992,2.24957,4.17815,0.441727
1.61477e+09,0.570272,2.93386e-07,3,7,0,-1.61477e+09,-0.306945,0.0100041,1.99992,2.24957,4.17817,0.441727
1.61477e+09,0.859121,2.93386e-07,2,3,0,-1.61477e+09,-0.306945,0.0100041,1.99992,2.24957,4.17817,0.441727
1.61477e+09,0.985651,2.93386e-07,1,1,0,-1.61477e+09,-0.306945,0.0100041,1.99992,2.24957,4.17817,0.441727
1.61477e+09,1,2.93386e-07,1,1,0,-1.61477e+09,-0.306945,0.0100041,1.99992,2.24957,4.17817,0.441727
1.61477e+09,0.828374,2.93386e-07,2,3,0,-1.61477e+09,-0.306945,0.0100041,1.99992,2.24957,4.17817,0.441727
1.61477e+09,1,2.93386e-07,1,1,0,-1.61477e+09,-0.306945,0.0100041,1.99992,2.24957,4.17817,0.441727
1.61477e+09,0.869413,2.93386e-07,2,3,0,-1.61477e+09,-0.306945,0.0100041,1.99992,2.24957,4.17817,0.441727
1.61478e+09,0.995406,2.93386e-07,2,3,0,-1.61477e+09,-0.306945,0.0100041,1.99992,2.24957,4.17818,0.441727
1.61478e+09,0.705901,2.93386e-07,2,3,0,-1.61478e+09,-0.306945,0.0100041,1.99992,2.24957,4.17818,0.441727
1.61478e+09,0.792426,2.93386e-07,3,7,0,-1.61478e+09,-0.306945,0.0100041,1.99992,2.24957,4.17818,0.441727
1.61478e+09,0.911464,2.93386e-07,2,3,0,-1.61478e+09,-0.306945,0.0100041,1.99992,2.24957,4.17819,0.441727
1.61478e+09,0.914421,2.93386e-07,1,1,0,-1.61478e+09,-0.306945,0.0100041,1.99992,2.24957,4.17819,0.441727
1.61478e+09,0.684151,2.93386e-07,3,7,0,-1.61478e+09,-0.306945,0.0100041,1.99992,2.24957,4.1782,0.441727
1.61478e+09,1,2.93386e-07,1,1,0,-1.61478e+09,-0.306945,0.0100041,1.99992,2.24957,4.1782,0.441727
1.61478e+09,0.822179,2.93386e-07,2,3,0,-1.61478e+09,-0.306945,0.0100041,1.99992,2.24957,4.17821,0.441727
1.61478e+09,0.653209,2.93386e-07,1,1,0,-1.61478e+09,-0.306945,0.0100041,1.99992,2.24957,4.17821,0.441727
1.61479e+09,0.79214,2.93386e-07,3,7,0,-1.61478e+09,-0.306945,0.0100041,1.99992,2.24957,4.17822,0.441727
1.61479e+09,0.911379,2.93386e-07,2,3,0,-1.61479e+09,-0.306945,0.0100041,1.99992,2.24957,4.17822,0.441727
1.61479e+09,0.0195837,2.93386e-07,7,143,1,-1.61479e+09,-0.306945,0.0100041,1.99992,2.24957,4.17823,0.441727
1.61479e+09,0.974046,2.93386e-07,1,1,0,-1.61479e+09,-0.306945,0.0100041,1.99992,2.24957,4.17823,0.441727
1.61479e+09,0.959459,2.93386e-07,2,3,0,-1.61479e+09,-0.306945,0.0100041,1.99992,2.24957,4.17823,0.441727
1.61479e+09,0.714297,2.93386e-07,1,1,0,-1.61479e+09,-0.306945,0.0100041,1.99992,2.24957,4.17823,0.441727
1.61479e+09,0.843979,2.93386e-07,2,3,0,-1.61479e+09,-0.306945,0.0100041,1.99992,2.24957,4.17823,0.441727
1.61481e+09,0.497265,2.93386e-07,4,15,0,-1.61479e+09,-0.306945,0.0100041,1.99992,2.24957,4.17828,0.441727
1.61481e+09,0.973839,2.93386e-07,2,3,0,-1.61481e+09,-0.306945,0.0100041,1.99992,2.24957,4.17828,0.441727
1.61481e+09,0.924112,2.93386e-07,2,3,0,-1.61481e+09,-0.306945,0.0100041,1.99992,2.24957,4.17829,0.441727
1.61481e+09,0.864146,2.93386e-07,3,7,0,-1.61481e+09,-0.306945,0.0100041,1.99992,2.24957,4.17829,0.441726
1.61481e+09,0.606357,2.93386e-07,3,7,0,-1.61481e+09,-0.306945,0.0100041,1.99992,2.24957,4.1783,0.441726
1.61481e+09,0.918612,2.93386e-07,2,3,0,-1.61481e+09,-0.306945,0.0100041,1.99992,2.24957,4.1783,0.441726
1.61481e+09,0.816787,2.93386e-07,1,1,0,-1.61481e+09,-0.306945,0.0100041,1.99992,2.24957,4.1783,0.441726
1.61481e+09,1,2.93386e-07,1,1,0,-1.61481e+09,-0.306945,0.0100041,1.99992,2.24957,4.1783,0.441726
1.61481e+09,0.938348,2.93386e-07,2,3,0,-1.61481e+09,-0.306945,0.0100041,1.99992,2.24957,4.1783,0.441726
1.61481e+09,0.758406,2.93386e-07,1,1,0,-1.61481e+09,-0.306945,0.0100041,1.99992,2.24957,4.1783,0.441726
1.61482e+09,0.839665,2.93386e-07,2,3,0,-1.61481e+09,-0.306945,0.0100041,1.99992,2.24957,4.17831,0.441726
1.61482e+09,1,2.93386e-07,1,1,0,-1.61482e+09,-0.306945,0.0100041,1.99992,2.24957,4.17831,0.441726
1.61482e+09,0.992406,2.93386e-07,1,1,0,-1.61482e+09,-0.306945,0.0100041,1.99992,2.24957,4.17831,0.441726
1.61482e+09,0.462557,2.93386e-07,4,15,0,-1.61482e+09,-0.306945,0.0100041,1.99992,2.24957,4.17832,0.441726
1.61482e+09,0.769455,2.93386e-07,1,1,0,-1.61482e+09,-0.306945,0.0100041,1.99992,2.24957,4.17832,0.441726
1.61482e+09,0.734491,2.93386e-07,3,7,0,-1.61482e+09,-0.306945,0.0100041,1.99992,2.24957,4.17833,0.441726
1.61482e+09,1,2.93386e-07,2,3,0,-1.61482e+09,-0.306945,0.0100041,1.99992,2.24957,4.17833,0.441726
1.61482e+09,0.82163,2.93386e-07,2,3,0,-1.61482e+09,-0.306945,0.0100041,1.99992,2.24957,4.17834,0.441726
1.61483e+09,0.507384,2.93386e-07,4,15,0,-1.61482e+09,-0.306945,0.0100041,1.99992,2.24957,4.17834,0.441726
1.61483e+09,0.853325,2.93386e-07,3,7,0,-1.61483e+09,-0.306945,0.0100041,1.99992,2.24957,4.17834,0.441726
1.61483e+09,0.594723,2.93386e-07,3,7,0,-1.61483e+09,-0.306945,0.0100041,1.99992,2.24957,4.17835,0.441726
1.61483e+09,1,2.93386e-07,1,1,0,-1.61483e+09,-0.306945,0.0100041,1.99992,2.24957,4.17835,0.441726
1.61483e+09,0.710587,2.93386e-07,1,1,0,-1.61483e+09,-0.306945,0.0100041,1.99992,2.24957,4.17835,0.441726
1.61483e+09,0.986408,2.93386e-07,2,3,0,-1.61483e+09,-0.306945,0.0100041,1.99992,2.24957,4.17835,0.441726
1.61483e+09,0.958006,2.93386e-07,2,3,0,-1.61483e+09,-0.306945,0.0100041,1.99992,2.24957,4.17836,0.441726
1.61483e+09,0.439938,2.93386e-07,4,15,0,-1.61483e+09,-0.306945,0.0100041,1.99992,2.24957,4.17836,0.441726
1.61483e+09,1,2.93386e-07,2,3,0,-1.61483e+09,-0.306945,0.0100041,1.99992,2.24957,4.17836,0.441726
1.61483e+09,0.490771,2.93386e-07,4,15,0,-1.61483e+09,-0.306945,0.0100041,1.99992,2.24957,4.17836,0.441726
1.61483e+09,0.791403,2.93386e-07,1,1,0,-1.61483e+09,-0.306945,0.0100041,1.99992,2.24957,4.17836,0.441726
1.61483e+09,0.770458,2.93386e-07,3,7,0,-1.61483e+09,-0.306945,0.0100041,1.99992,2.24957,4.17837,0.441726
1.61484e+09,0.034864,2.93386e-07,8,255,0,-1.61483e+09,-0.306945,0.0100041,1.99992,2.24957,4.17838,0.441726
1.61484e+09,0.0417707,2.93386e-07,7,127,0,-1.61484e+09,-0.306945,0.0100041,1.99992,2.24957,4.17839,0.441726
1.61484e+09,0.82253,2.93386e-07,1,1,0,-1.61484e+09,-0.306945,0.0100041,1.99992,2.24957,4.17839,0.441726
1.61484e+09,1,2.93386e-07,1,1,0,-1.61484e+09,-0.306945,0.0100041,1.99992,2.24957,4.17839,0.441726
1.61484e+09,0.255331,2.93386e-07,5,31,0,-1.61484e+09,-0.306945,0.0100041,1.99992,2.24957,4.1784,0.441726
1.61485e+09,0.673501,2.93386e-07,2,3,0,-1.61484e+09,-0.306945,0.0100041,1.99992,2.24957,4.1784,0.441726
1.61485e+09,1,2.93386e-07,1,1,0,-1.61485e+09,-0.306945,0.0100041,1.99992,2.24957,4.1784,0.441726
1.61485e+09,0.728185,2.93386e-07,2,3,0,-1.61485e+09,-0.306945,0.0100041,1.99992,2.24957,4.17841,0.441726
1.61485e+09,1,2.93386e-07,1,1,0,-1.61485e+09,-0.306945,0.0100041,1.99992,2.24957,4.17841,0.441726
1.61485e+09,0.680963,2.93386e-07,3,7,0,-1.61485e+09,-0.306945,0.0100041,1.99992,2.24957,4.17841,0.441726
1.61485e+09,0.881236,2.93386e-07,2,3,0,-1.61485e+09,-0.306945,0.0100041,1.99992,2.24957,4.17841,0.441726
1.61485e+09,0.894928,2.93386e-07,1,1,0,-1.61485e+09,-0.306945,0.0100041,1.99992,2.24957,4.17842,0.441726
1.61485e+09,1,2.93386e-07,2,3,0,-1.61485e+09,-0.306945,0.0100041,1.99992,2.24957,4.17842,0.441726
1.61485e+09,0.804966,2.93386e-07,2,3,0,-1.61485e+09,-0.306945,0.0100041,1.99992,2.24957,4.17842,0.441726
1.61485e+09,0.908675,2.93386e-07,3,7,0,-1.61485e+09,-0.306945,0.0100041,1.99992,2.24957,4.17842,0.441726
1.61485e+09,0.878636,2.93386e-07,2,3,0,-1.61485e+09,-0.306945,0.0100041,1.99992,2.24957,4.17842,0.441726
1.61485e+09,1,2.93386e-07,1,1,0,-1.61485e+09,-0.306945,0.0100041,1.99992,2.24957,4.17842,0.441726
1.61485e+09,0.998215,2.93386e-07,2,3,0,-1.61485e+09,-0.306945,0.0100041,1.99992,2.24957,4.17842,0.441726
1.61485e+09,0.826454,2.93386e-07,1,1,0,-1.61485e+09,-0.306945,0.0100041,1.99992,2.24957,4.17842,0.441726
1.61485e+09,1,2.93386e-07,1,1,0,-1.61485e+09,-0.306945,0.0100041,1.99992,2.24957,4.17842,0.441726
1.61485e+09,0.932643,2.93386e-07,2,3,0,-1.61485e+09,-0.306945,0.0100041,1.99992,2.24957,4.17842,0.441726
1.61485e+09,0.957698,2.93386e-07,2,3,0,-1.61485e+09,-0.306945,0.0100041,1.99992,2.24957,4.17843,0.441726
1.61486e+09,0.72739,2.93386e-07,3,7,0,-1.61485e+09,-0.306945,0.0100041,1.99992,2.24957,4.17844,0.441726
1.61486e+09,0.940433,2.93386e-07,2,3,0,-1.61486e+09,-0.306945,0.0100041,1.99992,2.24957,4.17844,0.441726
1.61486e+09,0.982478,2.93386e-07,1,1,0,-1.61486e+09,-0.306945,0.0100041,1.99992,2.24957,4.17844,0.441726
1.61486e+09,0.83067,2.93386e-07,2,3,0,-1.61486e+09,-0.306945,0.0100041,1.99992,2.24957,4.17844,0.441726
1.61486e+09,0.814676,2.93386e-07,1,1,0,-1.61486e+09,-0.306945,0.0100041,1.99992,2.24957,4.17844,0.441726
1.61486e+09,0.977575,2.93386e-07,2,3,0,-1.61486e+09,-0.306945,0.0100041,1.99992,2.24957,4.17844,0.441726
1.61486e+09,0.105918,2.93386e-07,6,63,0,-1.61486e+09,-0.306945,0.0100041,1.99992,2.24957,4.17846,0.441726
1.61486e+09,0.776929,2.93386e-07,2,3,0,-1.61486e+09,-0.306945,0.0100041,1.99992,2.24957,4.17846,0.441726
1.61486e+09,0.694346,2.93386e-07,1,1,0,-1.61486e+09,-0.306945,0.0100041,1.99992,2.24957,4.17846,0.441726
1.61486e+09,0.938127,2.93386e-07,2,3,0,-1.61486e+09,-0.306945,0.0100041,1.99992,2.24957,4.17846,0.441726
1.61487e+09,0.980854,2.93386e-07,2,3,0,-1.61486e+09,-0.306945,0.0100041,1.99992,2.24957,4.17846,0.441726
1.61487e+09,0.814223,2.93386e-07,1,1,0,-1.61487e+09,-0.306945,0.0100041,1.99992,2.24957,4.17847,0.441726
1.61487e+09,0.911746,2.93386e-07,2,3,0,-1.61487e+09,-0.306945,0.0100041,1.99992,2.24957,4.17847,0.441726
1.61487e+09,0.827733,2.93386e-07,1,1,0,-1.61487e+09,-0.306945,0.0100041,1.99992,2.24957,4.17847,0.441726
1.61487e+09,1,2.93386e-07,1,1,0,-1.61487e+09,-0.306945,0.0100041,1.99992,2.24957,4.17847,0.441726
1.61487e+09,0.734326,2.93386e-07,2,3,0,-1.61487e+09,-0.306945,0.0100041,1.99992,2.24957,4.17847,0.441726
1.61487e+09,0.807361,2.93386e-07,1,1,0,-1.61487e+09,-0.306945,0.0100041,1.99992,2.24957,4.17847,0.441726
1.61487e+09,0.97628,2.93386e-07,1,1,0,-1.61487e+09,-0.306945,0.0100041,1.99992,2.24957,4.17847,0.441726
1.61487e+09,0.805541,2.93386e-07,1,1,0,-1.61487e+09,-0.306945,0.0100041,1.99992,2.24957,4.17847,0.441726
1.61487e+09,1,2.93386e-07,1,1,0,-1.61487e+09,-0.306945,0.0100041,1.99992,2.24957,4.17848,0.441726
1.61487e+09,0.893463,2.93386e-07,1,1,0,-1.61487e+09,-0.306945,0.0100041,1.99992,2.24957,4.17848,0.441726
1.61487e+09,0.747728,2.93386e-07,1,1,0,-1.61487e+09,-0.306945,0.0100041,1.99992,2.24957,4.17848,0.441726
1.61487e+09,1,2.93386e-07,1,1,0,-1.61487e+09,-0.306945,0.0100041,1.99992,2.24957,4.17848,0.441726
1.61487e+09,0.703588,2.93386e-07,1,1,0,-1.61487e+09,-0.306945,0.0100041,1.99992,2.24957,4.17848,0.441726
1.61487e+09,1,2.93386e-07,1,1,0,-1.61487e+09,-0.306945,0.0100041,1.99992,2.24957,4.17848,0.441726
1.61487e+09,0.528569,2.93386e-07,4,15,0,-1.61487e+09,-0.306945,0.0100041,1.99992,2.24957,4.17849,0.441726
1.61487e+09,0.844713,2.93386e-07,2,3,0,-1.61487e+09,-0.306945,0.0100041,1.99992,2.24957,4.17849,0.441726
1.61487e+09,0.301874,2.93386e-07,5,31,0,-1.61487e+09,-0.306945,0.0100041,1.99992,2.24957,4.1785,0.441726
1.61488e+09,0.635206,2.93386e-07,2,3,0,-1.61487e+09,-0.306945,0.0100041,1.99992,2.24957,4.1785,0.441726
1.61488e+09,0.0622238,2.93386e-07,7,127,0,-1.61488e+09,-0.306945,0.0100041,1.99992,2.24957,4.17851,0.441726
1.61488e+09,0.684666,2.93386e-07,2,3,0,-1.61488e+09,-0.306945,0.0100041,1.99992,2.24957,4.17851,0.441726
1.61488e+09,0.520877,2.93386e-07,4,15,0,-1.61488e+09,-0.306945,0.0100041,1.99992,2.24957,4.17851,0.441726
1.61488e+09,0.511926,2.93386e-07,4,15,0,-1.61488e+09,-0.306945,0.0100041,1.99992,2.24957,4.17851,0.441726
